id,timestamp,epoch,phase,cpu_pct,mem_pct,mem_used_mb,mem_total_mb,load_1m,load_5m,load_15m,disk_read_kbs,disk_write_kbs,net_rx_kbs,net_tx_kbs,process_count,top_processes
1,2026-03-02T21:52:42.035340Z,1772488362.0353403,complete,0.4,2.3,11926.0,515462.0,0.31,0.34,0.22,,,,,1032,"[{""pid"": ""291395"", ""comm"": ""ps"", ""cpu"": ""200"", ""mem"": ""0.0""}, {""pid"": ""226784"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}, {""pid"": ""288598"", ""comm"": ""sshd"", ""cpu"": ""0.3"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""288534"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
2,2026-03-02T21:52:44.840539Z,1772488364.8405392,complete,0.0,2.3,11931.0,515462.0,0.29,0.33,0.22,,,,,1032,"[{""pid"": ""291452"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""226784"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}, {""pid"": ""288598"", ""comm"": ""sshd"", ""cpu"": ""0.3"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""288534"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
3,2026-03-02T21:52:47.637678Z,1772488367.6376789,complete,0.0,2.3,11928.0,515462.0,0.26,0.32,0.22,,,,,1032,"[{""pid"": ""291491"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""226784"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}, {""pid"": ""288598"", ""comm"": ""sshd"", ""cpu"": ""0.3"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""288534"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
4,2026-03-02T21:52:50.441201Z,1772488370.4412014,complete,0.0,2.3,11933.0,515462.0,0.26,0.32,0.22,,,,,1032,"[{""pid"": ""291530"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""226784"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}, {""pid"": ""288598"", ""comm"": ""sshd"", ""cpu"": ""0.3"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""288534"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
5,2026-03-02T21:52:53.256427Z,1772488373.2564273,complete,0.0,2.3,11936.0,515462.0,0.24,0.32,0.22,,,,,1032,"[{""pid"": ""291569"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""226784"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}, {""pid"": ""288598"", ""comm"": ""sshd"", ""cpu"": ""0.3"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""288534"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
6,2026-03-02T21:52:56.057451Z,1772488376.0574512,complete,0.0,2.3,11936.0,515462.0,0.24,0.32,0.22,,,,,1032,"[{""pid"": ""291608"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""226784"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}, {""pid"": ""288598"", ""comm"": ""sshd"", ""cpu"": ""0.3"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""288534"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
7,2026-03-02T21:52:58.847936Z,1772488378.847937,complete,0.0,2.3,11934.0,515462.0,0.22,0.31,0.22,,,,,1032,"[{""pid"": ""226784"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}, {""pid"": ""288598"", ""comm"": ""sshd"", ""cpu"": ""0.3"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""288534"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""226737"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
8,2026-03-02T21:53:01.660294Z,1772488381.660294,complete,0.0,2.3,11934.0,515462.0,0.22,0.31,0.22,,,,,1032,"[{""pid"": ""291686"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""226784"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}, {""pid"": ""288598"", ""comm"": ""sshd"", ""cpu"": ""0.3"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""288534"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
9,2026-03-02T21:53:04.474847Z,1772488384.474848,complete,0.0,2.3,11934.0,515462.0,0.2,0.31,0.22,,,,,1032,"[{""pid"": ""226784"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}, {""pid"": ""288598"", ""comm"": ""sshd"", ""cpu"": ""0.3"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""288534"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""226737"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
10,2026-03-02T21:53:05.490606Z,1772488385.490606,idle,1.5,2.3,11951.0,515462.0,0.2,0.31,0.22,,,,,1052,"[{""pid"": ""291939"", ""comm"": ""ps"", ""cpu"": ""200"", ""mem"": ""0.0""}, {""pid"": ""291753"", ""comm"": ""python3"", ""cpu"": ""22.0"", ""mem"": ""0.0""}, {""pid"": ""291807"", ""comm"": ""https"", ""cpu"": ""4.0"", ""mem"": ""0.0""}, {""pid"": ""291743"", ""comm"": ""apt-get"", ""cpu"": ""4.0"", ""mem"": ""0.0""}, {""pid"": ""226784"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}]"
11,2026-03-02T21:53:07.275341Z,1772488387.2753413,installing_deps,1.1,2.3,12038.0,515462.0,0.2,0.31,0.22,,,,,1038,"[{""pid"": ""292090"", ""comm"": ""apt-get"", ""cpu"": ""103"", ""mem"": ""0.0""}, {""pid"": ""226784"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}, {""pid"": ""288598"", ""comm"": ""sshd"", ""cpu"": ""0.3"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""288534"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
12,2026-03-02T21:53:08.250044Z,1772488388.250044,installing_deps,0.1,2.3,12043.0,515462.0,0.27,0.32,0.22,,,,,1039,"[{""pid"": ""292126"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""226784"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}, {""pid"": ""288598"", ""comm"": ""sshd"", ""cpu"": ""0.3"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""288534"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
