id,timestamp,epoch,phase,cpu_pct,mem_pct,mem_used_mb,mem_total_mb,load_1m,load_5m,load_15m,disk_read_kbs,disk_write_kbs,net_rx_kbs,net_tx_kbs,process_count,top_processes
1,2026-03-02T20:01:38.143860Z,1772481698.143861,idle,1.7,2.3,11890.0,515462.0,0.0,0.0,0.0,,,,,1037,"[{""pid"": ""205679"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""205673"", ""comm"": ""store"", ""cpu"": ""40.0"", ""mem"": ""0.0""}, {""pid"": ""205518"", ""comm"": ""python3"", ""cpu"": ""19.4"", ""mem"": ""0.0""}, {""pid"": ""205508"", ""comm"": ""apt-get"", ""cpu"": ""6.7"", ""mem"": ""0.0""}, {""pid"": ""205521"", ""comm"": ""http"", ""cpu"": ""6.0"", ""mem"": ""0.0""}]"
2,2026-03-02T20:01:40.952537Z,1772481700.9525375,installing_deps,1.1,2.3,12009.0,515462.0,0.0,0.0,0.0,,,,,1033,"[{""pid"": ""205826"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""205802"", ""comm"": ""cnf-update-db"", ""cpu"": ""91.6"", ""mem"": ""0.0""}, {""pid"": ""205508"", ""comm"": ""apt-get"", ""cpu"": ""2.2"", ""mem"": ""0.0""}, {""pid"": ""205507"", ""comm"": ""sudo"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.1"", ""mem"": ""0.0""}]"
3,2026-03-02T20:01:43.756478Z,1772481703.7564788,installing_deps,1.1,2.3,12058.0,515462.0,0.08,0.02,0.01,,,,,1029,"[{""pid"": ""205508"", ""comm"": ""apt-get"", ""cpu"": ""11.8"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.1"", ""mem"": ""0.0""}, {""pid"": ""205507"", ""comm"": ""sudo"", ""cpu"": ""0.1"", ""mem"": ""0.0""}, {""pid"": ""205318"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""205246"", ""comm"": ""packagekitd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
4,2026-03-02T20:01:46.520677Z,1772481706.5206773,installing_deps,1.2,2.4,12200.0,515462.0,0.15,0.03,0.01,,,,,1033,"[{""pid"": ""205867"", ""comm"": ""apt-get"", ""cpu"": ""26.5"", ""mem"": ""0.0""}, {""pid"": ""206030"", ""comm"": ""dpkg"", ""cpu"": ""10.0"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.1"", ""mem"": ""0.0""}, {""pid"": ""205318"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""205246"", ""comm"": ""packagekitd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
5,2026-03-02T20:01:49.323578Z,1772481709.3235781,installing_deps,1.1,2.4,12303.0,515462.0,0.15,0.03,0.01,,,,,1027,"[{""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.1"", ""mem"": ""0.0""}, {""pid"": ""205318"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""205246"", ""comm"": ""packagekitd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""201334"", ""comm"": ""kworker/u192:6-"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""201269"", ""comm"": ""kworker/u192:3-"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
6,2026-03-02T20:01:52.120347Z,1772481712.1203477,01_idle_baseline,0.0,2.4,12262.0,515462.0,0.14,0.03,0.01,,,,,1027,"[{""pid"": ""206212"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.1"", ""mem"": ""0.0""}, {""pid"": ""205318"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""205246"", ""comm"": ""packagekitd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""201334"", ""comm"": ""kworker/u192:6-"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
7,2026-03-02T20:01:54.934120Z,1772481714.9341202,01_idle_baseline,0.0,2.4,12230.0,515462.0,0.14,0.03,0.01,,,,,1026,"[{""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.1"", ""mem"": ""0.0""}, {""pid"": ""205318"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""205246"", ""comm"": ""packagekitd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""201334"", ""comm"": ""kworker/u192:6-"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""201269"", ""comm"": ""kworker/u192:3-"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
8,2026-03-02T20:01:57.730434Z,1772481717.730435,01_idle_baseline,0.0,2.4,12218.0,515462.0,0.13,0.03,0.01,,,,,1026,"[{""pid"": ""206238"", ""comm"": ""ps"", ""cpu"": ""200"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""205318"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""205246"", ""comm"": ""packagekitd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""201334"", ""comm"": ""kworker/u192:6-"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
9,2026-03-02T20:02:00.528329Z,1772481720.5283296,01_idle_baseline,0.0,2.4,12206.0,515462.0,0.13,0.03,0.01,,,,,1026,"[{""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""205318"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""205246"", ""comm"": ""packagekitd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""201334"", ""comm"": ""kworker/u192:6-"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""201269"", ""comm"": ""kworker/u192:3-"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
10,2026-03-02T20:02:03.330391Z,1772481723.330391,01_idle_baseline,0.0,2.4,12196.0,515462.0,0.12,0.03,0.01,,,,,1026,"[{""pid"": ""206264"", ""comm"": ""ps"", ""cpu"": ""200"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""205318"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""205246"", ""comm"": ""packagekitd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""201334"", ""comm"": ""kworker/u192:6-"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
