id,timestamp,epoch,phase,cpu_pct,mem_pct,mem_used_mb,mem_total_mb,load_1m,load_5m,load_15m,disk_read_kbs,disk_write_kbs,net_rx_kbs,net_tx_kbs,process_count,top_processes
1,2026-03-02T20:08:51.580211Z,1772482131.5802112,complete,0.0,2.3,11884.0,515462.0,0.2,0.49,0.27,,,,,1032,"[{""pid"": ""209733"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""209363"", ""comm"": ""sshd"", ""cpu"": ""0.4"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""207065"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""209307"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
2,2026-03-02T20:08:54.394398Z,1772482134.3943982,complete,0.0,2.3,11887.0,515462.0,0.2,0.49,0.27,,,,,1032,"[{""pid"": ""209803"", ""comm"": ""ps"", ""cpu"": ""200"", ""mem"": ""0.0""}, {""pid"": ""209363"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""207065"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""209307"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
3,2026-03-02T20:08:57.195784Z,1772482137.195784,complete,0.0,2.3,11888.0,515462.0,0.18,0.48,0.27,,,,,1031,"[{""pid"": ""209829"", ""comm"": ""ps"", ""cpu"": ""200"", ""mem"": ""0.0""}, {""pid"": ""209363"", ""comm"": ""sshd"", ""cpu"": ""0.5"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""207065"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""209307"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
4,2026-03-02T20:08:59.998186Z,1772482139.9981859,complete,0.0,2.3,11886.0,515462.0,0.18,0.48,0.27,,,,,1031,"[{""pid"": ""209855"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""209363"", ""comm"": ""sshd"", ""cpu"": ""0.4"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""207065"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""209307"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
5,2026-03-02T20:09:02.798668Z,1772482142.7986684,complete,0.0,2.3,11885.0,515462.0,0.17,0.47,0.27,,,,,1031,"[{""pid"": ""209363"", ""comm"": ""sshd"", ""cpu"": ""0.4"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""207065"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""209307"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""207006"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
6,2026-03-02T20:09:05.610414Z,1772482145.6104143,complete,0.0,2.3,11883.0,515462.0,0.17,0.47,0.27,,,,,1031,"[{""pid"": ""209363"", ""comm"": ""sshd"", ""cpu"": ""0.4"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""207065"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""209307"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}, {""pid"": ""207006"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
7,2026-03-02T20:09:08.411742Z,1772482148.411742,complete,0.0,2.3,11883.0,515462.0,0.16,0.46,0.27,,,,,1031,"[{""pid"": ""209933"", ""comm"": ""ps"", ""cpu"": ""200"", ""mem"": ""0.0""}, {""pid"": ""209363"", ""comm"": ""sshd"", ""cpu"": ""0.4"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""207065"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""209307"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
8,2026-03-02T20:09:11.211904Z,1772482151.2119045,complete,0.0,2.3,11886.0,515462.0,0.16,0.46,0.27,,,,,1031,"[{""pid"": ""209959"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""209363"", ""comm"": ""sshd"", ""cpu"": ""0.4"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""207065"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""209307"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
9,2026-03-02T20:09:14.025139Z,1772482154.025139,complete,0.0,2.3,11882.0,515462.0,0.14,0.45,0.26,,,,,1031,"[{""pid"": ""209985"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""209363"", ""comm"": ""sshd"", ""cpu"": ""0.4"", ""mem"": ""0.0""}, {""pid"": ""205374"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""207065"", ""comm"": ""sshd"", ""cpu"": ""0.2"", ""mem"": ""0.0""}, {""pid"": ""209307"", ""comm"": ""sshd"", ""cpu"": ""0.0"", ""mem"": ""0.0""}]"
10,2026-03-02T20:09:15.535762Z,1772482155.5357628,idle,1.7,2.3,11898.0,515462.0,0.14,0.45,0.26,,,,,1043,"[{""pid"": ""210167"", ""comm"": ""ps"", ""cpu"": ""100"", ""mem"": ""0.0""}, {""pid"": ""210016"", ""comm"": ""python3"", ""cpu"": ""20.8"", ""mem"": ""0.0""}, {""pid"": ""210006"", ""comm"": ""apt-get"", ""cpu"": ""4.1"", ""mem"": ""0.0""}, {""pid"": ""210068"", ""comm"": ""https"", ""cpu"": ""1.9"", ""mem"": ""0.0""}, {""pid"": ""209363"", ""comm"": ""sshd"", ""cpu"": ""0.4"", ""mem"": ""0.0""}]"
